video_index,comment_count,view_count,like_count,title,description,channel,tags,categories,duration
134,210,45822,3662,First Week Away From Home.,"Just wanted to let you guys know what was going on and how my first week went. Let me know how you guys' first week back to school was (or how your week of work was) in the comments! 

Join The Samurai ► http://bit.ly/1vKSGtU
That Twitter Tho? ► https://twitter.com/coryxkenshin
Facebook ► https://www.facebook.com/CoryxKenshin
Instagram ► http://instagram.com/coryxkenshin

Outro top video: https://www.youtube.com/watch?v=CgpTKAoSqhE
Outro bottom video: https://www.youtube.com/watch?v=970VHekxuUU

Get some CORYXKENSHIN GEAR! ►
http://coryxkenshin.spreadshirt.com/

-- SEND A BROTHA STUFFS --
PO BOX 3089
Farmington Hills, MI 48333

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK",CoryxKenshin,CoryxKenshin Cory Kenshin CK black gamer sketch comedy channel first week away from home moved out vlog college um university of michigan schuld funny hilarious facecam reaction happy wheels try to record too loud lol,Gaming,499
135,1900,384433,21428,Dorm Tour // Moving In!,"WHEW! I'm beat. Welp, humble beginnings xD That is the saying of this chapter of my life. This is going to be one wicked journey.

Unpacking song: Electro Cabello by Kevin Macleod

Join The Samurai ► http://bit.ly/1vKSGtU
That Twitter Tho? ► https://twitter.com/coryxkenshin
Facebook ► https://www.facebook.com/CoryxKenshin
Instagram ► http://instagram.com/coryxkenshin

Outro top video: https://www.youtube.com/watch?v=rdLo4iTSLc0
Outro bottom video: https://www.youtube.com/watch?v=3QoT3tDxcuo

Get some CORYXKENSHIN GEAR! ►
http://coryxkenshin.spreadshirt.com/

-- SEND A BROTHA STUFFS --
PO BOX 3089
Farmington Hills, MI 48333

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK",CoryxKenshin,CoryxKenshin Cory Kenshin CK black gamer sketch comedy channel dorm tour moving in nquad um ann arbor 2015 university of michigan single room fun funny hilarious reaction reactions afro beanie toiletries Dormitory (Building Function) campus,Gaming,406
138,4300,1064068,35540,HOW TO EAT AN OREO,"Because some people just don't know what they're doing.

Steam Group: http://steamcommunity.com/groups/coryxkenshin
Nintendo Wii Remix: http://reallymang.tumblr.com/post/107075186851/zaleel-hom2-taohunty-hom2-oh-my-fucking

Join The Samurai ► http://bit.ly/1vKSGtU
That Twitter Tho? ► https://twitter.com/coryxkenshin
Facebook ► https://www.facebook.com/CoryxKenshin
Instagram ► http://instagram.com/coryxkenshin

Outro top video: https://www.youtube.com/watch?v=WeASXPk0akI
Outro bottom video: https://www.youtube.com/watch?v=2OPbDyZXEk0

Get some CORYXKENSHIN GEAR! ►
http://coryxkenshin.spreadshirt.com/

-- SEND A BROTHA STUFFS --
PO BOX 3089
Farmington Hills, MI 48333

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK",CoryxKenshin,CoryxKenshin Cory Kenshin CK black gamer sketch comedy channel how to eat an oreo funny fun lesson tutorial milk dance nintendo wii remix wave lock hip hop jumpscare How-to (Website Category) help,Gaming,338
139,525,73480,4418,"50,000 Subscribers!? | MY NEW YEARS RESOLUTION!","Wow, you guys are so amazing. I cannot believe we are already 50% COMPLETE of my goal of 100k. Thank you Samurai so much, a brotha appreciates all you do!

Join The Samurai ► http://bit.ly/1vKSGtU
That Twitter Tho? ► https://twitter.com/coryxkenshin
Facebook ► https://www.facebook.com/CoryxKenshin
Instagram ► http://instagram.com/coryxkenshin

Outro top video: https://www.youtube.com/watch?v=w5oz_-Hg2t0
Outro bottom video: https://www.youtube.com/watch?v=EarZYs2NAPo

Get some CORYXKENSHIN GEAR! ►
http://coryxkenshin.spreadshirt.com/

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK",CoryxKenshin,CoryxKenshin Cory Kenshin CK black gamer sketch comedy channel 50000 subscribers samurai my new years resolution milestone day what to do horror scary gaming train yeet vlog outside outdoor dance funny fun hilarious facecam New Year's Resolution,Gaming,255
140,350,99506,2880,"A RECAP OF 2014 | CoryxKenshin, The YouTube Gamer","First Happy Wheels: https://www.youtube.com/watch?v=FEY4DwRjfh4&index=16&list=PLxoHK1S7LhWS0MS4egsh7v48L6lEtU-k6

Ib Playlist: https://www.youtube.com/watch?v=gz6bqDoG6gg&list=PLxoHK1S7LhWSH8P9mxeVPbFjU42382zFK

Mad Father Playlist: https://www.youtube.com/watch?v=pJIGKp2EQ_g&list=PLxoHK1S7LhWQtQiaIe5wqtG9rtE1lNNt-

The Crooked Man Playlist: https://www.youtube.com/watch?v=-kHc152IiXk&list=PLxoHK1S7LhWSz169cOAkUgeuAqebzHf4m

The Witch's House Playlist: https://www.youtube.com/watch?v=36lAkvfBcuk&index=1&list=PLxoHK1S7LhWS0E09mCa2nf_XsLdJWKTpK

10000 Subscriber Video: https://www.youtube.com/watch?v=eT2J36K5A18

FNAF1 Playlist: https://www.youtube.com/watch?v=SMBtaXCWfAQ&list=PLxoHK1S7LhWRML18B4Cj7v8ITO-3hIooO&index=1
FNAF2 Playlist: https://www.youtube.com/watch?v=emtWAX7MB3M&list=PLxoHK1S7LhWQf_otHtzIX7SRTldTNfIdu&index=1

Music: Clean Soul by Kevin Macleod

Happy New Years you guys, thank you for making my 2014 so very special. I love you all, and here's to 2015!

Join The Samurai ► http://bit.ly/1vKSGtU
That Twitter Tho? ► https://twitter.com/coryxkenshin
Facebook ► https://www.facebook.com/CoryxKenshin
Instagram ► http://instagram.com/coryxkenshin

SEND ME STUFFS:
PO BOX 3089
Farmington Hills, MI 48333
(MY GAMING COLLECTION - don't send me duplicates!): https://www.facebook.com/notes/coryxkenshin/my-boss-gaming-collection-lol/1015367208478618

Get some CORYXKENSHIN GEAR! ►
http://coryxkenshin.spreadshirt.com/

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK",CoryxKenshin,CoryxKenshin Cory Kenshin CK black gamer sketch comedy channel recap of 2014 coryxkenshin the youtube horror scary rpg fnaf five nights at freddys funny fun hilarious #CKAday skit,Gaming,483
141,234,31009,1513,CHRISTMAS DANCE 2014 | PO BOX: OPEN BAYBEH,"So, it's been a while -- here's why. Merry Christmas you guys, hope you had a great one.
(This is also coincidentally my 500th video, wow, how about that.)

PO BOX 3089
Farmington Hills, MI 48333

Christmas song (not made by me): https://www.youtube.com/watch?v=GcTWo66qXCg

Join The Samurai ► http://bit.ly/1vKSGtU
That Twitter Tho? ► https://twitter.com/coryxkenshin
Facebook ► https://www.facebook.com/CoryxKenshin
Instagram ► http://instagram.com/coryxkenshin

Outro top video: https://www.youtube.com/watch?v=pX249cREeDM
Outro bottom video: https://www.youtube.com/watch?v=7G0MD8HcXm8

Get some CORYXKENSHIN GEAR! ►
http://coryxkenshin.spreadshirt.com/

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK",CoryxKenshin,CoryxKenshin Cory Kenshin CK gamer no swearing swear channel clean language christ christmas dance 2014 po box open baybeh funny hilarious sketch holiday season hip hop black guy plays horror games afro beanie vlog what got for comedy,Gaming,343
142,216,74360,2901,4 HOURS OF FAIL.,"That sucked.

Join The Samurai ► http://bit.ly/1vKSGtU
That Twitter Tho? ► https://twitter.com/coryxkenshin
Facebook ► https://www.facebook.com/CoryxKenshin
Instagram ► http://instagram.com/coryxkenshin

Outro top video: https://www.youtube.com/watch?v=hinjssI_4wI
Outro bottom video: https://www.youtube.com/watch?v=mj5f0fXrGQM

Get some CORYXKENSHIN GEAR! ►
http://coryxkenshin.spreadshirt.com/

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK",CoryxKenshin,CoryxKenshin Cory Kenshin CK gamer no swearing swear channel clean language four hours of fail,Gaming,336
143,363,25869,1969,"Over 46,000 Subscribers!","You guys... are the best. I still cannot believe we are growing so strongly and it is all thanks to you guys. Praise God we are over 46,000 brothas and sistahs and I hope we can continue to grow as a community and as a family.

Join The Samurai ► http://bit.ly/1vKSGtU
That Twitter Tho? ► https://twitter.com/coryxkenshin
Facebook ► https://www.facebook.com/CoryxKenshin
Instagram ► http://instagram.com/coryxkenshin

Outro top video: https://www.youtube.com/watch?v=mj5f0fXrGQM
Outro bottom video: https://www.youtube.com/watch?v=bx_cn0h9yeM

Get some CORYXKENSHIN GEAR! ►
http://coryxkenshin.spreadshirt.com/

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK",CoryxKenshin,CoryxKenshin Cory Kenshin CK gamer no swearing swear channel clean language over 46000 subscribers,Gaming,697
144,2300,665156,34722,MY GAMING SETUP TOUR | December 2014,"Hopefully this will put an end to all the questions of what I use to make my videos. And once again, it not about what you have, but how you USE what you have.

Link to my computer: http://www.bestbuy.com/site/asus-15-6-touch-screen-laptop-intel-core-i7-8gb-memory-1tb-hard-drive-aluminum-black/3703007.p?id=1219093053506

Join The Samurai ► http://bit.ly/1vKSGtU
That Twitter Tho? ► https://twitter.com/coryxkenshin
Facebook ► https://www.facebook.com/CoryxKenshin
Instagram ► http://instagram.com/coryxkenshin

Outro top video: https://www.youtube.com/watch?v=KCcUKx-ZrvI
Outro bottom video: https://www.youtube.com/watch?v=YPxcXQVvMgc

Get some CORYXKENSHIN GEAR! ►
http://coryxkenshin.spreadshirt.com/

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK",CoryxKenshin,CoryxKenshin Cory Kenshin CK gamer no swearing swear channel clean language my gaming setup tour december 2014 black guy lets player afro beanie scary horror bandicam asus laptop microphone samson c01u usb studio condenser lamp PS4 Xbox One X1 Playstation 4 funny hilarious facecam reaction nikon coolpix l310 prices links starting kit set starter cyberlink powerdirector 11 dynex mouse controller games,Gaming,433
145,226,38025,2316,"INSANE NEW CAMERA QUALITY | Black Friday, Rambling, Canon T3i","Just talking about a few things including MY NEW CAMERA!

Join The Samurai ► http://bit.ly/1vKSGtU
That Twitter Tho? ► https://twitter.com/coryxkenshin
Facebook ► https://www.facebook.com/CoryxKenshin
Instagram ► http://instagram.com/coryxkenshin

Get some CORYXKENSHIN GEAR! ►
http://coryxkenshin.spreadshirt.com/

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK",CoryxKenshin,CoryxKenshin Cory Kenshin CK gamer no swearing swear channel clean language insane new camera quality black friday rambling canon rebel Canon Inc. (Award Winner) Photography (Visual Art Form) canon eos t3i rebel 2014 vlog Christmas tree guy grow scary horror games PS4 PSN add Canon EOS (Consumer Product),Gaming,934
146,147,21719,1658,What I'm Thankful For | Thanksgiving 2014,"Thanks so much you all. Totally grateful, even though I kind of express it all the time, especially today thank you all so much for your support.

Music: ""Dream Culture"" by Kevin Macleod

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK",CoryxKenshin,CoryxKenshin Cory Kenshin CK gamer no swearing swear channel clean language happy thanksgiving 2014 holiday what im grateful thankful for black funny hilarious facecam reaction afro beanie winter cold vlog scary horror games,Gaming,178
147,679,43048,4980,My Dreams,"I just want to thank you all so much. Even though I believe I am in the midst of one of my toughest times, YouTube and you all give me one of the best outlets. I surmise things would be a lot tougher if not for you all, so thank you for being there for me, supporting me.

Never give up on your dreams and keep moving forward.

Music: ""Clean Soul"" by Kevin Macleod",CoryxKenshin,CoryxKenshin Cory Kenshin CK gamer no swearing swear channel clean language my dreams impromptu vlog black guy wants to be youtuber game afro beanie speech have dream,Gaming,408
148,349,50943,4541,QUICK RUN TO CVS,"You ever heard of CVS?

Join The Samurai ► http://bit.ly/1vKSGtU
That Twitter Tho? ► https://twitter.com/coryxkenshin
Facebook ► https://www.facebook.com/CoryxKenshin
Instagram ► http://instagram.com/coryxkenshin

Outro video: https://www.youtube.com/watch?v=_kBNOVE4CCs
Music: Kevin Macleod ""Electro Cabello""

Get some CORYXKENSHIN GEAR! ►
http://coryxkenshin.spreadshirt.com/

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK",CoryxKenshin,CoryxKenshin Cory Kenshin CK gamer no swearing swear channel clean language quick run to CVS vlog black guy glasses funny hilarious birthday afro beanie rain november snow wet scary horror lets player,Gaming,221
149,412,84821,3449,How To Explain Dubstep,"I freaking LOVE dubstep.

Song: Dub Zap by Gunnar Olsen

BEAST Intro done by Samurai Brotha: Christopher Wade
https://www.youtube.com/user/SparkFlowStudios

Join The Samurai ► http://bit.ly/1vKSGtU
That Twitter Tho? ► https://twitter.com/coryxkenshin
Facebook ► https://www.facebook.com/CoryxKenshin
Instagram ► http://instagram.com/coryxkenshin

Get some CORYXKENSHIN GEAR! ►
http://coryxkenshin.spreadshirt.com/

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK",CoryxKenshin,CoryxKenshin Cory Kenshin CK gamer no swearing swear channel clean language Dubstep (Musical Genre) How to explain dubstep music best love ever dance vlog black guy funny hilarious facecam reaction reactions vlogger scary horror games dub zap gunnar olsen video freestyle hiphop t-shirt samurai afro beanie,Gaming,264
150,3700,445520,30426,40000 | My Name Is Cory.,"I just want to once again thank you all so much. The family is growing pretty fast huh?

BEAST Intro done by Samurai Brotha: Christopher Wade
https://www.youtube.com/user/SparkFlowStudios

Join The Samurai ► http://bit.ly/1vKSGtU
Bro, do u even TWITTER ► https://twitter.com/coryxkenshin
That FACEBOOK ► https://www.facebook.com/CoryxKenshin
INSTAGRAM!? ► http://instagram.com/coryxkenshin

Get some CORYXKENSHIN GEAR! ►
http://coryxkenshin.spreadshirt.com/

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK",CoryxKenshin,CoryxKenshin Cory Kenshin CK gamer no swearing swear channel clean language 40000 subs subscribers thank you black guy afro beanie FNaF2 introduction scary horror funny hilarious facecam reaction reactions my name is cory,Gaming,403
151,803,80488,4572,"CoryxKenshin's Birthday! (+Big news, please watch to end)","A small insight to my life and how grateful I am to you all.

In case you couldn't sit through it all, just expressed three reasons why I'm so blessed to have you all. 

First was the charity work the channel has done. Never imagined I would be able to host such events to help people -- and that makes me immensely happy.

Second is for the fact that I am actually able to financially take care of things thanks to all the support that you guys show my channel by tuning in daily. I know you all cannot directly see the effects of your doing this, but some things have evidently changed for the better in my life due to this.

And third is for being so friendly towards my cause and CoryxKenshin in general. I've never witnessed such kindness from a community on YouTube before so I am happy to be a part of this one.

The big news was I am saving up for moving out of my parents house and getting my own apartment. Again, I never have previously been able to do anything close to this but because of you all and because of YouTube, this is actually becoming a real feasible goal. I will keep you guys updated, just once again thank you.

~CK",CoryxKenshin,CoryxKenshin Cory Kenshin CK gamer no swearing swear channel clean language coryxkenshin's birthday big news please watch to end black guy scary horror games moving out afro beanie hilarious facecam funny reaction reactions,Gaming,458
152,5000,1505343,64482,A Day In The Life of CoryxKenshin.,"Let's get the day started.

Join The Samurai ► http://bit.ly/1vKSGtU
Bro, do u even TWITTER ► https://twitter.com/coryxkenshin
That FACEBOOK ► https://www.facebook.com/CoryxKenshin
INSTAGRAM!? ► http://instagram.com/coryxkenshin

Outro top video: https://www.youtube.com/watch?v=h69u6bTE16A
Outro bottom video: https://www.youtube.com/watch?v=mXQTsCNO89w

Get some CORYXKENSHIN GEAR! ►
http://coryxkenshin.spreadshirt.com/

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK",CoryxKenshin,CoryxKenshin Cory Kenshin CK gamer no swearing swear channel clean language day in the life of coryxkenshin vlog edit youtube store meijer dragonball z dbz battle gods God bible study afro beanie funny hilarious black guy list tasks my 10 minutes,Gaming,608
153,1400,1063405,21145,Five Nights At Freddy's | IN REAL LIFE - Sketch,"Happy Halloween Suckas!

PS: Stay safe tonight Samurai bros and sis'.

Join The Samurai ► http://bit.ly/1vKSGtU
Bro, do u even TWITTER ► https://twitter.com/coryxkenshin
That FACEBOOK ► https://www.facebook.com/CoryxKenshin
INSTAGRAM!? ► http://instagram.com/coryxkenshin

Outro top video: https://www.youtube.com/watch?v=7U0nwQQIPgE
Outro bottom video: https://www.youtube.com/watch?v=gjxzFNSv4N4

Get some CORYXKENSHIN GEAR! ►
http://coryxkenshin.spreadshirt.com/

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK",CoryxKenshin,CoryxKenshin Cory Kenshin CK gamer no swearing swear channel clean language Five Nights At Freddy's five nights at freddy's skit sketch black guy funny hilarious facecam reaction reactions foxy bonnie chica freddy phone call night night 5 afro beanie horror scary short film by lets play player lore story fazbear pizza happy halloween in real life,Gaming,289
154,175,15782,963,5 THINGS BEFORE YOU DIE | Charity Stream Announcement!,"We as humans always feel we have more time to accomplish dreams/goals. But time waits for no man, so its best to get started before you get lost in life's grand maze.

My Samurai Brotha DarkJDL's vid: https://www.youtube.com/watch?v=5yG_ippPcSc
Join The Samurai ► http://bit.ly/1vKSGtU
Bro, do u even TWITTER ► https://twitter.com/coryxkenshin
That FACEBOOK ► https://www.facebook.com/CoryxKenshin
INSTAGRAM!? ► http://instagram.com/coryxkenshin

Outro top video: https://www.youtube.com/watch?v=gjxzFNSv4N4
Outro bottom video: https://www.youtube.com/watch?v=q9YT_FUArBg

Get some CORYXKENSHIN GEAR! ►
http://coryxkenshin.spreadshirt.com/

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK",CoryxKenshin,CoryxKenshin Cory Kenshin CK gamer no swearing swear channel clean language five things before you die to do tag black guy vlog afro beanie lets play player horror scary charity stream announcement spread happiness righteousness darkjdl,Gaming,836
155,258,21715,1419,A Nature Walk w/ Cory | Next RPG Game!? | P.O. Box?,"GO VOTE!: http://strawpoll.me/2838402

Been a while since I walked around with a camera. Join me on this short walk through a trail near where I live. Also, be sure to pick what our next RPG adventure should be! And is it time for a P.O. box?

Join The Samurai ► http://bit.ly/1vKSGtU
Bro, do u even TWITTER ► https://twitter.com/coryxkenshin
That FACEBOOK ► https://www.facebook.com/CoryxKenshin
INSTAGRAM!? ► http://instagram.com/coryxkenshin

Outro top video: https://www.youtube.com/watch?v=Sm3MWI1nCDo
Outro bottom video: https://www.youtube.com/watch?v=QolFSHj4VP0

Get some CORYXKENSHIN GEAR! ►
http://coryxkenshin.spreadshirt.com/

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK",CoryxKenshin,CoryxKenshin Cory Kenshin CK gamer no swearing swear channel clean language nature walk with cory next rpg rpgmaker jrpg game horror scary schuld to the moon desert nightmare dreaming mary choice pick choose black guy plays lets player funny hilarious facecam reaction reactions afro beanie cool outside vlog camera nikon dslr,Gaming,764
156,1900,1771114,31903,FIVE NIGHTS AT FREDDY'S 2 TRAILER RELEASED!! REACTION! NO DOORS!?,"WATCH NOW!: https://www.youtube.com/watch?v=lVPONdZBh6s

Part 1: https://www.youtube.com/watch?v=emtWAX7MB3M&list=PLxoHK1S7LhWQf_otHtzIX7SRTldTNfIdu&index=1

ARE YOU GUYS READY FOR THIS!? Dude I also just heard there are like 8 animatronics or something!? AND I also heard something about crawling in air ducts!? INSANITY!

Join The Samurai ► http://bit.ly/1vKSGtU
Bro, do u even TWITTER ► https://twitter.com/coryxkenshin
That FACEBOOK ► https://www.facebook.com/CoryxKenshin
INSTAGRAM!? ► http://instagram.com/coryxkenshin

Outro top video: https://www.youtube.com/watch?v=qypvowCwew8
Outro bottom video: https://www.youtube.com/watch?v=XA_iN7AT0xQ

Get some CORYXKENSHIN GEAR! ►
http://coryxkenshin.spreadshirt.com/

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK",CoryxKenshin,CoryxKenshin Cory Kenshin CK gamer no swearing swear channel clean language five nights at freddy's five nights at freddy's 2 two trailer Five Nights At Freddy's horror scary point and click game scott cawthon funny gameplay 2014 early 2015 black guy lets play player afro beanie doors 12 rooms new reaction,Gaming,154
157,994,456701,9797,DUDE JUST LET ME HELP!,"Just a few things, channel logistics if you will. Hopefully school/work/life is going well in general. Try not to get too stressed out guys, just remember sometimes we go through rough patches in life but if we continue to hold our head high, there is nothing that can keep us down. May God bless you guys :3

Join The Samurai ► http://bit.ly/1vKSGtU
Bro, do u even TWITTER ► https://twitter.com/coryxkenshin
That FACEBOOK ► https://www.facebook.com/CoryxKenshin
INSTAGRAM!? ► http://instagram.com/coryxkenshin

Outro top video: https://www.youtube.com/watch?v=hVgdufda3G0
Outro bottom video: https://www.youtube.com/watch?v=dutpYFcZcdI

Get some CORYXKENSHIN GEAR! ►
http://coryxkenshin.spreadshirt.com/

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK",CoryxKenshin,CoryxKenshin Cory Kenshin CK gamer no swearing swear channel clean language dude just let me help sketch comedy infomercial parody clone funny skit afro beanie gun rage helping update logistics hilarious facecam reactions lets play player horror scary games school life work stress easy ok vlog 10/20/2014 black guy,Gaming,356
158,140,17264,877,So.. I Dreamt About Yamimash... | THAT EVIL WITHIN BABY,"Sometimes... people have the strangest dreams...

Yami's Channel: https://www.youtube.com/user/yamimash
Trailer: https://www.youtube.com/watch?v=VnYGJc7dwxA
Music: www.youtube.com/user/myuuji

Join The Samurai ► https://www.youtube.com/user/Coryxkenshin?sub_confirmation=1
Bro, do u even TWITTER ► https://twitter.com/coryxkenshin
That FACEBOOK ► https://www.facebook.com/CoryxKenshin
INSTAGRAM!? ► http://instagram.com/coryxkenshin

Get some CORYXKENSHIN GEAR! ►
http://coryxkenshin.spreadshirt.com/

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK",CoryxKenshin,CoryxKenshin Cory Kenshin CK gamer no swearing swear channel clean language dreamt of yamimash the evil within vlog black guy sketch afro beanie horror scary gaming baby funny hilarious facecam reactions reaction story The Evil Within (Video Game) first day ps4 playstation 4 pre load pre load games digital download one so,Gaming,520
159,289,81908,2921,SUBSCRIBER GIFT!? WHITE PS4 DESTINY BUNDLE UNBOXING!,"...wow.

PSN: CoryxKenshin

Join The Samurai ► https://www.youtube.com/user/Coryxkenshin?sub_confirmation=1
Bro, do u even TWITTER ► https://twitter.com/coryxkenshin
That FACEBOOK ► https://www.facebook.com/CoryxKenshin
INSTAGRAM!? ► http://instagram.com/coryxkenshin

Get some CORYXKENSHIN GEAR! ►
http://coryxkenshin.spreadshirt.com/

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK",CoryxKenshin,CoryxKenshin Cory Kenshin CK gamer no swearing swear channel clean language white ps4 destiny bundle unboxing black guy funny hilarious facecam reaction reactions lets player horror scary afro beanie subscriber gift buys playstation 4 for youtuber gameplay glacier combo bungie,Gaming,341
160,199,21997,1333,"Update: NEW SERIES (playing with you guys!), THE EVIL WITHIN...","Make sure you S-S-S-SAMURAI SLICE the mess out of that 'like' button if you think the series is a good idea. So many exciting things coming all at once!

Join The Samurai ► https://www.youtube.com/user/Coryxkenshin?sub_confirmation=1
Bro, do u even TWITTER ► https://twitter.com/coryxkenshin
That FACEBOOK ► https://www.facebook.com/CoryxKenshin
INSTAGRAM!? ► http://instagram.com/coryxkenshin

Get some CORYXKENSHIN GEAR! ►
http://coryxkenshin.spreadshirt.com/

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK",CoryxKenshin,CoryxKenshin Cory Kenshin CK gamer no swearing swear channel clean language The Evil Within (Video Game) update video new series playing with you guys samurai the evil within announcement october 14 vlog black guy funny hilarious facecam reaction reactions,Gaming,387
161,201,16910,1077,VOTE NAOW! | 25000 Sub Update,"VOTE. http://strawpoll.me/2650512

I just want to thank you guys for continuing to support my channel. Like I said before, it means so much to me. I'm not exactly sure what brings you guys back to watch me everyday, but the love that you all show a brotha is amazing.

I've picked four potential games to be my next LP. They look like a lively bunch so go ahead and cast your vote. It's going to be fun.

Music: Plue Starfox

Join The Samurai ► https://www.youtube.com/user/Coryxkenshin?sub_confirmation=1
Bro, do u even TWITTER ► https://twitter.com/coryxkenshin
That FACEBOOK ► https://www.facebook.com/CoryxKenshin
INSTAGRAM!? ► http://instagram.com/coryxkenshin

Get some CORYXKENSHIN GEAR! ►
http://coryxkenshin.spreadshirt.com/

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK",CoryxKenshin,CoryxKenshin Cory Kenshin CK vote now naow 25000 25k update sub subscriber video dance black guy funny hilarious horror scary game lets player mogeko castle mermaid swamp rpg rpgmaker dishonored deadspace three deadspace3 afro beanie toonami adult swim beat bump nice support love no swearing channel clean vlog what next,Gaming,271
162,174,13296,972,CoryxKenshin T-SHIRTS! [Giveaway winners],"Get a T-Shirt today! ► http://coryxkenshin.spreadshirt.com/

Join The Samurai ► https://www.youtube.com/user/Coryxkenshin?sub_confirmation=1
Bro, do u even TWITTER ► https://twitter.com/coryxkenshin
That FACEBOOK ► https://www.facebook.com/CoryxKenshin
INSTAGRAM!? ► http://instagram.com/coryxkenshin

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK",CoryxKenshin,CoryxKenshin Cory Kenshin CK t-shirt merchandise giveaway winner black guy lets player funny hilarious facecam reaction reactions horror scary games clean no swearing 20000 subscriber contest winners afro beanie fanart,Gaming,600
163,378,157718,5152,CORYXKENSHIN ON OMEGLE! Meeting You Samurai! | Plz Watch Til The End (Special Message),"...wow. Words cannot express how happy this little Omegle session made me feel. You Samurai are some of the best people I've ever met, and I CANNOT WAIT to meet more of you my friends. The time is coming.

Join The Samurai ► https://www.youtube.com/user/Coryxkenshin?sub_confirmation=1
Bro, do u even TWITTER ► https://twitter.com/coryxkenshin
That FACEBOOK ► https://www.facebook.com/CoryxKenshin
INSTAGRAM!? ► http://instagram.com/coryxkenshin

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK",CoryxKenshin,CoryxKenshin Cory Kenshin CK on omegle meeting you samurai plz watch til the end special message funny hilarious gamer black guy afro beanie horror scary lets player play Survival Horror (Media Genre) people video chattng website chat with subscribers subs fans awkward,Gaming,610
164,168,17464,1440,How I Relieve Stress During Schooltime,"Yeah, its getting ready to get tough for some people. So once the semester starts getting tough, you GOTTA have the proper outlets to relieve some stress yo!

Music: https://www.youtube.com/watch?v=JPtNBwMIQ9Q (Yes, Jacks outro)
http://incompetech.com/music/

Join The Samurai ► https://www.youtube.com/user/Coryxkenshin?sub_confirmation=1
Bro, do u even TWITTER ► https://twitter.com/coryxkenshin
That FACEBOOK ► https://www.facebook.com/CoryxKenshin
INSTAGRAM!? ► http://instagram.com/coryxkenshin

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK",CoryxKenshin,CoryxKenshin Cory Kenshin CK how relieve how i stress during school schooltime vlog funny hilarious black guy afro beanie horror scary game lets play player sketch netflix movie games dance adventures random gamer channel impersonation parody comedy cereal eating hat Humor semester tension college,Gaming,412
